"COUNTY","ZIPCODE","POPULATION","SERVICE_CONNECTIONS","VIOLATION_TYPE_NAME","ANALYTE_NAME","RESULT","MCL","ENF_ACTION_TYPE_ISSUED","year_violation","daystaken"
"MADERA",93610,3501,667,"MCL,  AVERAGE","ARSENIC","0.011 MG/L","0.010 MG/L","RETURN TO COMPLIANCE","2013",91
"MADERA",93610,3501,667,"MCL,  AVERAGE","ARSENIC","0.011 MG/L","0.010 MG/L","STATE INTENTIONAL NO ACTION TAKEN","2013",91
"MADERA",93610,3501,667,"MCL,  AVERAGE","ARSENIC","0.0109 MG/L","0.010 MG/L","STATE INTENTIONAL NO ACTION TAKEN","2014",89
"MADERA",93610,3501,667,"MCL,  AVERAGE","ARSENIC","0.013 MG/L","0.010 MG/L","RETURN TO COMPLIANCE","2014",91
"MADERA",93610,3501,667,"MCL,  AVERAGE","ARSENIC","13.0 UG/L","10 UG/L","RETURN TO COMPLIANCE","2015",91
"MARIPOSA",95318,28,10,"MCL,  AVERAGE","ARSENIC",".01675000 MG/L","0.010 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2012",90
"MARIPOSA",95318,28,10,"MCL,  AVERAGE","ARSENIC",".01700000 MG/L","0.010 MG/L","RETURN TO COMPLIANCE","2012",91
"MARIPOSA",95318,28,10,"MCL,  AVERAGE","ARSENIC","0.031 MG/L","0.010 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2013",90
"MERCED",95301,110,3,"MCL, SINGLE SAMPLE","NITRATE","63 MG/L","45 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2014",90
"MERCED",95301,110,3,"MCL, SINGLE SAMPLE","NITRATE","12 MG/L","10 MG/L","RETURN TO COMPLIANCE","2015",91
"MERCED",95301,110,3,"MCL, SINGLE SAMPLE","NITRATE","20 MG/L","10 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2016",30
"MERCED",95301,110,3,"MCL, SINGLE SAMPLE","NITRATE","21.0 MG/L","10.0 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2017",89
"MONTEREY",93907,503,1,"MCL, SINGLE SAMPLE","ARSENIC",".025 MG/L","0.010 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2012",90
"MONTEREY",93907,503,1,"MCL, SINGLE SAMPLE","ARSENIC",".028 MG/L","0.010 MG/L","RETURN TO COMPLIANCE","2012",91
"MONTEREY",93907,503,1,"MCL,  AVERAGE","ARSENIC",".1125 MG/L","0.010 MG/L","OTHER INFORMAL ENFORCEMENT ACTION TAKEN","2013",30
"MONTEREY",93908,162,58,"MCL, SINGLE SAMPLE","ARSENIC",".017 MG/L","0.010 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2012",90
"MONTEREY",93908,162,58,"MCL,  AVERAGE","ARSENIC",".015 MG/L","0.010 MG/L","RETURN TO COMPLIANCE","2012",90
"MONTEREY",93908,162,58,"MCL, SINGLE SAMPLE","ARSENIC",".014 MG/L","0.010 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2012",91
"MONTEREY",93908,162,58,"MCL, SINGLE SAMPLE","ARSENIC",".011 MG/L","0.010 MG/L","RETURN TO COMPLIANCE","2013",89
"MONTEREY",93908,162,58,"MCL, SINGLE SAMPLE","ARSENIC",".013 MG/L","0.010 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2013",90
"MONTEREY",93908,162,58,"MCL,  AVERAGE","ARSENIC",".013 MG/L","0.010 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2014",90
"MONTEREY",93908,162,58,"MCL,  AVERAGE","ARSENIC",".016 MG/L","0.010 MG/L","OTHER INFORMAL ENFORCEMENT ACTION TAKEN","2014",91
"MONTEREY",93908,162,58,"MCL,  AVERAGE","ARSENIC",".019 MG/L","0.010 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2014",91
"MONTEREY",93908,162,58,"MCL,  AVERAGE","ARSENIC",".022 MG/L","0.010 MG/L","RETURN TO COMPLIANCE","2015",89
"MONTEREY",93908,162,58,"MCL,  AVERAGE","ARSENIC",".011 MG/L","0.010 MG/L","RETURN TO COMPLIANCE","2015",90
"MONTEREY",93908,162,58,"MCL,  AVERAGE","ARSENIC",".011 MG/L","0.010 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2015",91
"MONTEREY",93908,162,58,"MCL,  AVERAGE","ARSENIC",".011 MG/L",".010 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2016",90
"MONTEREY",93908,162,58,"MCL,  AVERAGE","ARSENIC",".011 MG/L",".010 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2016",91
"MONTEREY",93908,162,58,"MCL,  AVERAGE","ARSENIC",".011 MG/L",".010 MG/L","OTHER INFORMAL ENFORCEMENT ACTION TAKEN","2017",89
"MONTEREY",93907,252,84,"MCL,  AVERAGE","ARSENIC",".013 MG/L","0.010 MG/L","INFORMAL ENFORCEMENT ACTION ISSUED","2013",29
"MONTEREY",93907,252,84,"MCL,  AVERAGE","ARSENIC",".019 MG/L","0.010 MG/L","RETURN TO COMPLIANCE","2013",30
"MONTEREY",93907,252,84,"MCL,  AVERAGE","ARSENIC",".047 MG/L","0.010 MG/L","RETURN TO COMPLIANCE","2014",91
"MONTEREY",93908,150,31,"MCL, SINGLE SAMPLE","NITRATE","64. MG/L","45 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2012",30
"MONTEREY",93908,150,31,"MCL, SINGLE SAMPLE","NITRATE","67. MG/L","45 MG/L","RETURN TO COMPLIANCE","2012",90
"MONTEREY",93908,150,31,"MCL, SINGLE SAMPLE","NITRATE","71 MG/L","45 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2012",91
"MONTEREY",93908,150,31,"MCL, SINGLE SAMPLE","NITRATE","69. MG/L","45 MG/L","RETURN TO COMPLIANCE","2012",91
"MONTEREY",93908,150,31,"MCL, SINGLE SAMPLE","NITRATE","67. MG/L","45 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2013",89
"MONTEREY",93908,150,31,"MCL, SINGLE SAMPLE","NITRATE","73. MG/L","45 MG/L","INFORMAL ENFORCEMENT ACTION ISSUED","2013",91
"MONTEREY",93908,150,31,"MCL, SINGLE SAMPLE","NITRATE","68. MG/L","45 MG/L","RETURN TO COMPLIANCE","2014",89
"MONTEREY",93908,150,31,"MCL, SINGLE SAMPLE","NITRATE","73. MG/L","45 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2014",90
"MONTEREY",93908,150,31,"MCL, SINGLE SAMPLE","NITRATE","86. MG/L","45 MG/L","OTHER INFORMAL ENFORCEMENT ACTION TAKEN","2014",91
"MONTEREY",93908,90,35,"MCL,  AVERAGE","ARSENIC",".015 MG/L","0.010 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2012",90
"MONTEREY",93908,90,35,"MCL, SINGLE SAMPLE","ARSENIC",".011 MG/L","0.010 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2012",91
"MONTEREY",93908,90,35,"MCL, SINGLE SAMPLE","ARSENIC",".016 MG/L","0.010 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2013",90
"MONTEREY",93908,90,35,"MCL, SINGLE SAMPLE","ARSENIC",".013 MG/L","0.010 MG/L","OTHER INFORMAL ENFORCEMENT ACTION TAKEN","2013",91
"MONTEREY",93908,90,35,"MCL, SINGLE SAMPLE","ARSENIC",".018 MG/L","0.010 MG/L","OTHER INFORMAL ENFORCEMENT ACTION TAKEN","2013",61
"MONTEREY",93908,90,35,"MCL,  AVERAGE","ARSENIC",".023 MG/L","0.010 MG/L","RETURN TO COMPLIANCE","2014",91
"MONTEREY",93908,90,35,"MCL,  AVERAGE","ARSENIC",".012 MG/L","0.010 MG/L","RETURN TO COMPLIANCE","2014",91
"MONTEREY",93907,81,30,"MCL, SINGLE SAMPLE","ARSENIC",".110 MG/L","0.010 MG/L","OTHER INFORMAL ENFORCEMENT ACTION TAKEN","2012",30
"MONTEREY",93907,81,30,"MCL, SINGLE SAMPLE","ARSENIC",".057 MG/L","0.010 MG/L","RETURN TO COMPLIANCE","2012",91
"MONTEREY",93907,81,30,"MCL, SINGLE SAMPLE","ARSENIC",".055 MG/L","0.010 MG/L","RETURN TO COMPLIANCE","2013",89
"MONTEREY",93907,81,30,"MCL, SINGLE SAMPLE","ARSENIC",".052 MG/L","0.010 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2013",90
"MONTEREY",93907,81,30,"MCL, SINGLE SAMPLE","ARSENIC",".049 MG/L","0.010 MG/L","RETURN TO COMPLIANCE","2013",91
"MONTEREY",93907,81,30,"MCL, SINGLE SAMPLE","ARSENIC",".063 MG/L","0.010 MG/L","RETURN TO COMPLIANCE","2014",89
"MONTEREY",93908,57,19,"MCL,  AVERAGE","ARSENIC",".012 MG/L","0.010 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2012",90
"MONTEREY",93908,57,19,"MCL, SINGLE SAMPLE","ARSENIC",".011 MG/L","0.010 MG/L","OTHER INFORMAL ENFORCEMENT ACTION TAKEN","2012",91
"MONTEREY",93908,57,19,"MCL, SINGLE SAMPLE","ARSENIC",".011 MG/L","0.010 MG/L","OTHER INFORMAL ENFORCEMENT ACTION TAKEN","2013",89
"MONTEREY",93908,57,19,"MCL,  AVERAGE","ARSENIC",".011 MG/L","0.010 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2014",90
"MONTEREY",93908,57,19,"MCL,  AVERAGE","ARSENIC",".012 MG/L","0.010 MG/L","RETURN TO COMPLIANCE","2014",91
"MONTEREY",93908,57,19,"MCL,  AVERAGE","ARSENIC",".012 MG/L","0.010 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2015",89
"MONTEREY",93908,57,19,"MCL,  AVERAGE","ARSENIC",".011 MG/L","0.010 MG/L","OTHER INFORMAL ENFORCEMENT ACTION TAKEN","2015",90
"MONTEREY",93908,57,19,"MCL,  AVERAGE","ARSENIC",".011 MG/L","0.010 MG/L","OTHER INFORMAL ENFORCEMENT ACTION TAKEN","2015",101
"MONTEREY",93908,57,19,"MCL,  AVERAGE","ARSENIC",".011 MG/L","0.010 MG/L","OTHER INFORMAL ENFORCEMENT ACTION TAKEN","2015",90
"MONTEREY",93908,57,19,"MCL,  AVERAGE","ARSENIC",".011 MG/L","0.010 MG/L","OTHER INFORMAL ENFORCEMENT ACTION TAKEN","2016",89
"MONTEREY",93908,57,19,"MCL,  AVERAGE","ARSENIC",".012 MG/L","0.010 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2016",90
"MONTEREY",93908,57,19,"MCL,  AVERAGE","ARSENIC",".012 MG/L",".010 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2016",91
"MONTEREY",93908,57,19,"MCL,  AVERAGE","ARSENIC",".012 MG/L",".010 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2017",89
"MONTEREY",93907,57,19,"MCL, SINGLE SAMPLE","ARSENIC",".020 MG/L","0.010 MG/L","OTHER INFORMAL ENFORCEMENT ACTION TAKEN","2012",91
"MONTEREY",93907,57,19,"MCL, SINGLE SAMPLE","ARSENIC",".021 MG/L","0.010 MG/L","RETURN TO COMPLIANCE","2012",91
"MONTEREY",93907,57,19,"MCL, SINGLE SAMPLE","ARSENIC",".022 MG/L","0.010 MG/L","OTHER INFORMAL ENFORCEMENT ACTION TAKEN","2013",89
"MONTEREY",93907,57,19,"MCL, SINGLE SAMPLE","ARSENIC",".022 MG/L","0.010 MG/L","OTHER INFORMAL ENFORCEMENT ACTION TAKEN","2013",90
"MONTEREY",93907,57,19,"MCL, SINGLE SAMPLE","ARSENIC",".022 MG/L","0.010 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2013",91
"NEVADA",95728,395,252,"MCL,  AVERAGE","ARSENIC",".01800000 MG/L","0.010 MG/L","RETURN TO COMPLIANCE","2012",90
"PLUMAS",96122,2500,993,"MCL,  AVERAGE","ARSENIC",".01800000 MG/L","0.010 MG/L","RETURN TO COMPLIANCE","2012",90
"PLUMAS",96122,2500,993,"MCL,  AVERAGE","ARSENIC",".02200000 MG/L","0.010 MG/L","INFORMAL ENFORCEMENT ACTION ISSUED","2012",90
"PLUMAS",96122,2500,993,"MCL,  AVERAGE","ARSENIC","0.015 MG/L",NA,"FORMAL ENFORCEMENT ACTION ISSUED","2013",91
"RIVERSIDE",92883,200,114,"MCL, SINGLE SAMPLE","NITRATE","12 MG/L","10 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2017",90
"RIVERSIDE",92883,200,114,"MCL, SINGLE SAMPLE","NITRATE","11 MG/L",NA,"RETURN TO COMPLIANCE","2018",89
"RIVERSIDE",92530,25,80,"MCL,  AVERAGE","ARSENIC","0.0135 MG/L","0.010 MG/L","RETURN TO COMPLIANCE","2012",90
"RIVERSIDE",92530,25,80,"MCL,  AVERAGE","COMBINED URANIUM","31 PCI/L","20 PCI/L","FORMAL ENFORCEMENT ACTION ISSUED","2012",90
"RIVERSIDE",92530,25,80,"MCL,  AVERAGE","ARSENIC","0.014 MG/L","0.010 MG/L","RETURN TO COMPLIANCE","2012",91
"RIVERSIDE",92530,25,80,"MCL,  AVERAGE","COMBINED URANIUM","28.5 PCI/L","20 PCI/L","RETURN TO COMPLIANCE","2012",91
"RIVERSIDE",92530,25,80,"MCL,  AVERAGE","ARSENIC","0.013 MG/L","0.010 MG/L","RETURN TO COMPLIANCE","2013",89
"RIVERSIDE",92530,25,80,"MCL,  AVERAGE","COMBINED URANIUM","29 PCI/L","20 PCI/L","FORMAL ENFORCEMENT ACTION ISSUED","2013",89
"RIVERSIDE",92530,25,80,"MCL,  AVERAGE","COMBINED URANIUM","34.65 PCI/L","20 PCI/L","RETURN TO COMPLIANCE","2015",121
"RIVERSIDE",92530,25,80,"MCL,  AVERAGE","COMBINED URANIUM","40 PCI/L","20 PCI/L","FORMAL ENFORCEMENT ACTION ISSUED","2014",91
"RIVERSIDE",92530,25,80,"MCL,  AVERAGE","COMBINED URANIUM","37 PCI/L","20 PCI/L","RETURN TO COMPLIANCE","2014",91
"RIVERSIDE",92530,25,80,"MCL,  AVERAGE","COMBINED URANIUM","37.25 PCI/L","20 PCI/L","FORMAL ENFORCEMENT ACTION ISSUED","2015",89
"RIVERSIDE",92530,25,80,"MCL,  AVERAGE","COMBINED URANIUM","34.65 PCI/L","20 PCI/L","RETURN TO COMPLIANCE","2015",91
"RIVERSIDE",92530,25,80,"MCL,  AVERAGE","ARSENIC","0.015 MG/L","0.010 MG/L","RETURN TO COMPLIANCE","2016",90
"RIVERSIDE",92530,25,80,"MCL,  AVERAGE","COMBINED URANIUM","38 PCI/L","20 PCI/L","RETURN TO COMPLIANCE","2016",90
"RIVERSIDE",92693,168,74,"MCL, SINGLE SAMPLE","NITRATE","11.7 MG/L","10 MG/L","RETURN TO COMPLIANCE","2017",89
"RIVERSIDE",92693,168,74,"MCL, SINGLE SAMPLE","NITRATE","11.1 MG/L",NA,"FORMAL ENFORCEMENT ACTION ISSUED","2017",91
"RIVERSIDE",92545,29982,9301,"MCL, SINGLE SAMPLE","NITRATE","47 MG/L","45 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2014",30
"RIVERSIDE",92226,6000,2143,"MCL,  AVERAGE","ARSENIC","0.011 MG/L","0.010 MG/L","RETURN TO COMPLIANCE","2013",89
"SACRAMENTO",95641,100,50,"MCL,  AVERAGE","ARSENIC",".024 MG/L","0.010 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2012",90
"SACRAMENTO",95641,100,50,"MCL,  AVERAGE","ARSENIC",".013 MG/L","0.010 MG/L","RETURN TO COMPLIANCE","2012",91
"SACRAMENTO",95757,650,11,"MCL,  AVERAGE","ARSENIC",".017175 MG/L","0.010 MG/L","OTHER INFORMAL ENFORCEMENT ACTION TAKEN","2012",90
"SACRAMENTO",95757,650,11,"MCL,  AVERAGE","ARSENIC",".016125 MG/L","0.010 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2012",90
"SACRAMENTO",95690,30,2,"MCL,  AVERAGE","ARSENIC",".018 MG/L","0.010 MG/L","RETURN TO COMPLIANCE","2012",90
"SACRAMENTO",95690,30,2,"MCL,  AVERAGE","ARSENIC",".01775 MG/L","0.010 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2012",90
"SACRAMENTO",95690,30,2,"MCL,  AVERAGE","ARSENIC",".01725 MG/L","0.010 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2012",91
"SACRAMENTO",95690,30,2,"MCL,  AVERAGE","ARSENIC",".01725 MG/L","0.010 MG/L","RETURN TO COMPLIANCE","2013",89
"SACRAMENTO",95690,30,2,"MCL,  AVERAGE","ARSENIC",".01775 MG/L","0.010 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2013",90
"SACRAMENTO",95690,30,2,"MCL,  AVERAGE","ARSENIC",".018 MG/L","0.010 MG/L","RETURN TO COMPLIANCE","2013",91
"SACRAMENTO",95690,30,2,"MCL,  AVERAGE","ARSENIC",".0165 MG/L","0.010 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2014",89
"SACRAMENTO",95690,30,2,"MCL,  AVERAGE","ARSENIC",".01575 MG/L","0.010 MG/L","RETURN TO COMPLIANCE","2014",90
"SACRAMENTO",95690,30,2,"MCL,  AVERAGE","ARSENIC",".015 MG/L","0.010 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2014",91
"SACRAMENTO",95690,30,2,"MCL,  AVERAGE","ARSENIC",".0153 MG/L","0.010 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2015",89
"SACRAMENTO",95690,30,2,"MCL,  AVERAGE","ARSENIC",".015 MG/L","0.010 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2015",90
"SACRAMENTO",94571,40,22,"MCL,  AVERAGE","ARSENIC","0.0355 MG/L","0.010 MG/L","RETURN TO COMPLIANCE","2012",90
"SACRAMENTO",94571,40,22,"MCL,  AVERAGE","ARSENIC",".035 MG/L","0.010 MG/L","RETURN TO COMPLIANCE","2012",90
"SACRAMENTO",94571,40,22,"MCL,  AVERAGE","ARSENIC",".035 MG/L","0.010 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2012",91
"SACRAMENTO",94571,40,22,"MCL,  AVERAGE","ARSENIC",".037 MG/L","0.010 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2012",91
"SACRAMENTO",94571,40,22,"MCL,  AVERAGE","ARSENIC",".03875 MG/L","0.010 MG/L","OTHER INFORMAL ENFORCEMENT ACTION TAKEN","2013",89
"SACRAMENTO",94571,40,22,"MCL,  AVERAGE","ARSENIC",".0405 MG/L","0.010 MG/L","OTHER INFORMAL ENFORCEMENT ACTION TAKEN","2013",90
"SACRAMENTO",94571,40,22,"MCL,  AVERAGE","ARSENIC",".040 MG/L","0.010 MG/L","RETURN TO COMPLIANCE","2013",91
"SACRAMENTO",94571,40,22,"MCL,  AVERAGE","ARSENIC",".03775 MG/L","0.010 MG/L","RETURN TO COMPLIANCE","2013",91
"SACRAMENTO",94571,40,22,"MCL,  AVERAGE","ARSENIC",".03825 MG/L","0.010 MG/L","RETURN TO COMPLIANCE","2014",89
"SACRAMENTO",94571,40,22,"MCL,  AVERAGE","ARSENIC",".03825 MG/L","0.010 MG/L","OTHER INFORMAL ENFORCEMENT ACTION TAKEN","2014",90
"SACRAMENTO",94571,40,22,"MCL,  AVERAGE","ARSENIC",".038 MG/L","0.010 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2014",91
"SACRAMENTO",94571,40,22,"MCL,  AVERAGE","ARSENIC",".0385 MG/L","0.010 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2015",89
"SACRAMENTO",94571,40,22,"MCL,  AVERAGE","ARSENIC",".03775 MG/L","0.010 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2015",90
"SACRAMENTO",94571,40,22,"MCL,  AVERAGE","ARSENIC",".038 MG/L","0.010 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2015",91
"SACRAMENTO",94571,40,22,"MCL,  AVERAGE","ARSENIC",".035 MG/L","0.010 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2016",90
"SACRAMENTO",94571,40,22,"MCL,  AVERAGE","ARSENIC","0.0365 MG/L","0.010 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2016",90
"SACRAMENTO",94571,40,22,"MCL,  AVERAGE","ARSENIC","13 UG/L","10 UG/L","INFORMAL ENFORCEMENT ACTION ISSUED","2017",91
"SAN BENITO",95023,150,37,"MCL,  AVERAGE","COMBINED URANIUM","25 PCI/L","20 PCI/L","FORMAL ENFORCEMENT ACTION ISSUED","2016",90
"SAN BENITO",95023,150,37,"MCL,  AVERAGE","COMBINED URANIUM","24 PCI/L","20 PCI/L","FORMAL ENFORCEMENT ACTION ISSUED","2016",91
"SAN BENITO",95023,150,37,"MCL,  AVERAGE","COMBINED URANIUM","23 PCI/L","20 PCI/L","FORMAL ENFORCEMENT ACTION ISSUED","2017",89
"SAN BENITO",95023,150,37,"MCL,  AVERAGE","COMBINED URANIUM","22 PCI/L","20 PCI/L","RETURN TO COMPLIANCE","2017",91
"SAN BERNARDINO",92310,16000,3326,"MCL,  AVERAGE","ARSENIC",".03000000 MG/L","0.010 MG/L","RETURN TO COMPLIANCE","2012",90
"SAN BERNARDINO",92310,16000,3326,"MCL,  AVERAGE","ARSENIC",".03000000 MG/L","0.010 MG/L","RETURN TO COMPLIANCE","2012",90
"SAN BERNARDINO",92310,16000,3326,"MCL,  AVERAGE","ARSENIC",".03000000 MG/L","0.010 MG/L","RETURN TO COMPLIANCE","2012",91
"SAN BERNARDINO",92310,16000,3326,"MCL,  AVERAGE","ARSENIC","0.031 MG/L","0.010 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2012",91
"SAN BERNARDINO",92310,16000,3326,"MCL,  AVERAGE","ARSENIC","0.033 MG/L","0.010 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2013",89
"SAN BERNARDINO",92310,16000,3326,"MCL,  AVERAGE","ARSENIC","0.031 MG/L","0.010 MG/L","RETURN TO COMPLIANCE","2013",90
"SAN BERNARDINO",92310,16000,3326,"MCL,  AVERAGE","ARSENIC","0.031 MG/L","0.010 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2013",91
"SAN BERNARDINO",92310,16000,3326,"MCL,  AVERAGE","ARSENIC","0.032 MG/L","0.010 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2014",89
"SAN BERNARDINO",92310,16000,3326,"MCL,  AVERAGE","ARSENIC","0.032 MG/L","0.010 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2014",90
"SAN BERNARDINO",92310,16000,3326,"MCL,  AVERAGE","ARSENIC","0.033 MG/L","0.010 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2014",91
"SAN BERNARDINO",92310,16000,3326,"MCL,  AVERAGE","ARSENIC","0.032 MG/L","0.010 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2014",91
"SAN BERNARDINO",92310,16000,3326,"MCL,  AVERAGE","ARSENIC","0.033 MG/L","0.010 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2015",89
"SAN BERNARDINO",92310,16000,3326,"MCL,  AVERAGE","ARSENIC","0.032 MG/L","0.010 MG/L","RETURN TO COMPLIANCE","2015",90
"SAN BERNARDINO",92310,16000,3326,"MCL,  AVERAGE","ARSENIC","0.032 MG/L","0.010 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2015",91
"SAN BERNARDINO",92310,16000,3326,"MCL,  AVERAGE","ARSENIC","0.032 MG/L","0.010 MG/L","RETURN TO COMPLIANCE","2015",91
"SAN BERNARDINO",92310,16000,3326,"MCL,  AVERAGE","ARSENIC","0.031 MG/L","0.010 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2016",90
"SAN BERNARDINO",92310,16000,3326,"MCL,  AVERAGE","ARSENIC","0.032 MG/L","0.010 MG/L","RETURN TO COMPLIANCE","2016",90
"SAN BERNARDINO",93592,2000,790,"MCL,  AVERAGE","ARSENIC",".02750000 MG/L","0.010 MG/L","RETURN TO COMPLIANCE","2012",90
"SAN BERNARDINO",93592,2000,790,"MCL,  AVERAGE","ARSENIC","0.025 MG/L","0.010 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2012",91
"SAN BERNARDINO",93592,2000,790,"MCL,  AVERAGE","ARSENIC","0.023 MG/L","0.010 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2013",89
"SAN DIEGO",92071,150,58,"MCL,  AVERAGE","COMBINED URANIUM","46.9 PCI/L","20 PCI/L","RETURN TO COMPLIANCE","2014",90
"SAN DIEGO",92071,150,58,"MCL,  AVERAGE","COMBINED URANIUM","51.45 PCI/L","20 PCI/L","FORMAL ENFORCEMENT ACTION ISSUED","2014",91
"SAN DIEGO",92071,150,58,"MCL,  AVERAGE","COMBINED URANIUM","32.5 PCI/L","20 PCI/L","FORMAL ENFORCEMENT ACTION ISSUED","2015",90
"SAN DIEGO",91906,670,205,"MCL, SINGLE SAMPLE","NITRATE","45.20000000 MG/L","45 MG/L","RETURN TO COMPLIANCE","2012",90
"SAN DIEGO",91906,670,205,"MCL,  AVERAGE","COMBINED URANIUM","34.10000000 PCI/L","20 PCI/L","FORMAL ENFORCEMENT ACTION ISSUED","2012",90
"SAN DIEGO",91906,670,205,"MCL, SINGLE SAMPLE","NITRATE","51.5 MG/L","45 MG/L","RETURN TO COMPLIANCE","2013",89
"SAN DIEGO",91906,670,205,"MCL,  AVERAGE","COMBINED URANIUM","45.9 PCI/L","20 PCI/L","RETURN TO COMPLIANCE","2012",91
"SAN DIEGO",91906,670,205,"MCL, SINGLE SAMPLE","NITRATE","130 MG/L","45 MG/L","RETURN TO COMPLIANCE","2014",91
"SAN DIEGO",91906,670,205,"MCL, SINGLE SAMPLE","NITRATE","50.1 MG/L","45 MG/L","FORMAL ENFORCEMENT ACTION ISSUED","2015",89
"SAN DIEGO",91906,670,205,"MCL,  AVERAGE","COMBINED URANIUM","35.7 PCI/L","20 PCI/L","FORMAL ENFORCEMENT ACTION ISSUED","2014",90
"SAN DIEGO",91906,670,205,"MCL,  AVERAGE","COMBINED URANIUM","36.7 PCI/L","20 PCI/L","RETURN TO COMPLIANCE","2014",91
"SAN DIEGO",92027,100,125,"MCL,  AVERAGE","COMBINED URANIUM","89.4 PCI/L","20 PCI/L","RETURN TO COMPLIANCE","2016",90
"SAN JOAQUIN",95215,100,50,"MCL,  AVERAGE","NITRATE","46 MG/L","45 MG/L","INFORMAL ENFORCEMENT ACTION ISSUED","2012",91
"SAN JOAQUIN",95215,100,50,"MCL,  AVERAGE","NITRATE","48 MG/L","45 MG/L","INFORMAL ENFORCEMENT ACTION ISSUED","2013",89
"SAN JOAQUIN",95215,100,50,"MCL,  AVERAGE","NITRATE","52.08 MG/L","45 MG/L","INFORMAL ENFORCEMENT ACTION ISSUED","2013",91
"SAN JOAQUIN",95215,100,50,"MCL, SINGLE SAMPLE","NITRATE","53.7 MG/L","45 MG/L","INFORMAL ENFORCEMENT ACTION ISSUED","2014",89
"SAN JOAQUIN",95215,100,50,"MCL,  AVERAGE","NITRATE","50.8 MG/L","45 MG/L","RETURN TO COMPLIANCE","2014",91
"SAN JOAQUIN",95215,100,50,"MCL, SINGLE SAMPLE","NITRATE","49.5 MG/L","45 MG/L","INFORMAL ENFORCEMENT ACTION ISSUED","2015",89
"SAN JOAQUIN",95215,100,50,"MCL, SINGLE SAMPLE","NITRATE","11.3 MG/L","10 MG/L","RETURN TO COMPLIANCE","2016",90
"SAN JOAQUIN",95376,98,38,"MCL,  AVERAGE","NITRATE","46.85 MG/L","45 MG/L","OTHER INFORMAL ENFORCEMENT ACTION TAKEN","2013",91
